GEO_ID,NAME,P2_001N,P2_002N,P2_005N,P2_006N,P2_007N,P2_008N,P2_009N,P2_010N,P2_011N
Geography,Geographic Area Name,Total,Hispanic or Latino total,White total,Black or African American total,American Indian and Alaska Native total,Asian total,Native Hawaiian and Other Pacific Islander total,Some Other Race total,Two or more races total
0500000US46051,"Grant County, South Dakota",7556,480,6806,0,71,16,3,8,172
0500000US46053,"Gregory County, South Dakota",3994,52,3491,9,264,21,4,2,151
0500000US46055,"Haakon County, South Dakota",1872,19,1717,2,34,14,2,14,70
0500000US46057,"Hamlin County, South Dakota",6164,288,5666,5,41,13,6,11,134
0500000US46059,"Hand County, South Dakota",3145,49,2992,7,11,7,0,14,65
0500000US46061,"Hanson County, South Dakota",3461,33,3316,5,6,0,0,15,86
0500000US46063,"Harding County, South Dakota",1311,32,1205,5,29,0,0,7,33
0500000US46065,"Hughes County, South Dakota",17765,490,14085,83,2068,128,4,51,856
0500000US46067,"Hutchinson County, South Dakota",7427,157,7009,9,88,21,0,17,126
0500000US46069,"Hyde County, South Dakota",1262,24,1088,4,99,5,1,3,38
0500000US46071,"Jackson County, South Dakota",2806,61,1045,11,1509,7,3,4,166
0500000US46073,"Jerauld County, South Dakota",1663,74,1545,0,11,3,0,0,30
0500000US46075,"Jones County, South Dakota",917,11,773,4,49,0,0,2,78
0500000US46077,"Kingsbury County, South Dakota",5187,119,4926,5,25,11,7,2,92
0500000US46079,"Lake County, South Dakota",11059,606,9849,85,114,66,11,28,300
0500000US46081,"Lawrence County, South Dakota",25768,922,22935,128,486,196,18,51,1032
0500000US46083,"Lincoln County, South Dakota",65161,1679,58509,1116,432,993,9,154,2269
0500000US46085,"Lyman County, South Dakota",3718,45,1915,3,1627,4,0,1,123
0500000US46087,"McCook County, South Dakota",5682,175,5277,9,51,4,0,10,156
0500000US46089,"McPherson County, South Dakota",2411,53,2265,3,27,3,1,0,59
0500000US46091,"Marshall County, South Dakota",4306,255,3599,6,324,12,1,0,109
0500000US46093,"Meade County, South Dakota",29852,1301,25294,408,784,275,48,87,1655
0500000US46095,"Mellette County, South Dakota",1918,39,651,1,1101,3,0,7,116
0500000US46097,"Miner County, South Dakota",2298,42,2183,4,8,6,0,5,50
0500000US46099,"Minnehaha County, South Dakota",197214,12034,155740,11411,4807,4568,71,554,8029
0500000US46101,"Moody County, South Dakota",6336,314,4828,19,740,86,0,25,324
0500000US46102,"Oglala Lakota County, South Dakota",13672,402,438,24,12530,39,0,5,234
0500000US46103,"Pennington County, South Dakota",109222,5575,82743,1363,10927,1463,78,411,6662
0500000US46105,"Perkins County, South Dakota",2835,38,2651,2,64,5,3,8,64
0500000US46107,"Potter County, South Dakota",2472,39,2314,6,55,14,0,3,41
0500000US46109,"Roberts County, South Dakota",10280,215,5577,32,3932,27,0,18,479
0500000US46111,"Sanborn County, South Dakota",2330,57,2182,0,20,9,0,0,62
0500000US46115,"Spink County, South Dakota",6361,143,5995,23,61,2,0,1,136
0500000US46117,"Stanley County, South Dakota",2980,31,2553,12,193,5,9,5,172
0500000US46119,"Sully County, South Dakota",1446,42,1334,5,10,6,0,0,49
0500000US46121,"Todd County, South Dakota",9319,222,685,10,8122,45,0,0,235
0500000US46123,"Tripp County, South Dakota",5624,54,4312,10,972,5,0,4,267
0500000US46125,"Turner County, South Dakota",8673,249,8043,37,54,12,2,13,263
0500000US46127,"Union County, South Dakota",16811,661,14994,169,120,247,27,29,564
0500000US46129,"Walworth County, South Dakota",5315,99,4116,8,786,11,0,9,286
0500000US46135,"Yankton County, South Dakota",23310,1234,20195,312,638,129,9,41,752
0500000US46137,"Ziebach County, South Dakota",2413,34,404,0,1899,3,3,2,68
0500000US47001,"Anderson County, Tennessee",77123,2820,66044,2841,217,975,53,272,3901
0500000US47003,"Bedford County, Tennessee",50237,7665,36499,3563,127,337,13,140,1893
0500000US47005,"Benton County, Tennessee",15864,375,14378,316,50,107,4,30,604
0500000US47007,"Bledsoe County, Tennessee",14913,459,13129,781,48,37,0,2,457
0500000US47009,"Blount County, Tennessee",135280,5709,117952,3552,339,1280,23,439,5986
0500000US47011,"Bradley County, Tennessee",108620,8461,87830,5105,271,1188,117,348,5300
0500000US47013,"Campbell County, Tennessee",39272,500,37101,130,77,94,0,87,1283
0500000US47015,"Cannon County, Tennessee",14506,395,13064,192,25,38,4,41,747
0500000US47017,"Carroll County, Tennessee",28440,769,23744,2445,75,124,5,104,1174
0500000US47019,"Carter County, Tennessee",56356,1181,51790,702,153,231,7,108,2184
0500000US47021,"Cheatham County, Tennessee",41072,1839,36299,815,92,184,25,127,1691
0500000US47023,"Chester County, Tennessee",17341,528,14471,1494,52,70,0,62,664
0500000US47025,"Claiborne County, Tennessee",32043,490,29966,314,58,148,11,87,969
0500000US47027,"Clay County, Tennessee",7581,130,7202,76,17,5,1,4,146
0500000US47029,"Cocke County, Tennessee",35999,954,32733,582,126,150,9,46,1399
0500000US47031,"Coffee County, Tennessee",57889,3259,48983,2097,145,611,37,171,2586
0500000US47033,"Crockett County, Tennessee",13911,1498,10056,1879,19,25,1,50,383
0500000US47035,"Cumberland County, Tennessee",61145,1936,56313,299,130,366,12,102,1987
0500000US47037,"Davidson County, Tennessee",715884,98119,386835,171489,1309,27660,303,3210,26959
0500000US47039,"Decatur County, Tennessee",11435,358,10462,270,9,42,5,15,274
0500000US47041,"DeKalb County, Tennessee",20080,1449,17526,234,44,76,5,53,693
0500000US47043,"Dickson County, Tennessee",54315,2582,46994,1931,181,310,4,160,2153
0500000US47045,"Dyer County, Tennessee",36801,1303,28272,5335,81,213,11,100,1486
0500000US47047,"Fayette County, Tennessee",41990,1430,27558,11038,59,269,18,158,1460
0500000US47049,"Fentress County, Tennessee",18489,316,17541,25,26,33,0,18,530
0500000US47051,"Franklin County, Tennessee",42774,1502,36864,1962,117,348,17,237,1727
0500000US47053,"Gibson County, Tennessee",50429,1439,37930,8929,97,200,15,112,1707
0500000US47055,"Giles County, Tennessee",30346,728,24920,2927,113,176,9,75,1398
0500000US47057,"Grainger County, Tennessee",23527,773,21748,118,42,53,2,33,758
0500000US47059,"Greene County, Tennessee",70152,2535,63143,1308,142,299,14,194,2517
0500000US47061,"Grundy County, Tennessee",13529,175,12620,38,33,44,0,22,597
0500000US47063,"Hamblen County, Tennessee",64499,9483,49197,2106,130,712,268,152,2451
0500000US47065,"Hamilton County, Tennessee",366207,27075,249939,63979,770,8139,131,1269,14905
0500000US47067,"Hancock County, Tennessee",6662,40,6391,33,25,1,0,11,161
0500000US47069,"Hardeman County, Tennessee",25462,494,13970,10150,46,162,6,68,566
0500000US47071,"Hardin County, Tennessee",26831,565,24272,805,81,148,0,53,907
0500000US47073,"Hawkins County, Tennessee",56721,889,52824,671,104,256,13,110,1854
0500000US47075,"Haywood County, Tennessee",17864,838,7554,8993,33,26,6,56,358
0500000US47077,"Henderson County, Tennessee",27842,719,23890,1931,53,90,2,81,1076
0500000US47079,"Henry County, Tennessee",32199,877,27250,2307,76,202,7,125,1355
0500000US47081,"Hickman County, Tennessee",24925,681,22086,931,101,72,1,53,1000
0500000US47083,"Houston County, Tennessee",8283,202,7491,200,32,16,8,40,294
0500000US47085,"Humphreys County, Tennessee",18990,449,17102,494,43,57,0,74,771
0500000US47087,"Jackson County, Tennessee",11617,245,10778,31,35,17,0,28,483
0500000US47089,"Jefferson County, Tennessee",54683,2392,48975,787,159,257,20,157,1936
0500000US47091,"Johnson County, Tennessee",17948,516,16126,724,28,27,9,8,510
0500000US47093,"Knox County, Tennessee",478971,28568,373790,39853,1079,11881,300,1776,21724
0500000US47095,"Lake County, Tennessee",7005,175,4755,1832,15,12,5,5,206
0500000US47097,"Lauderdale County, Tennessee",25143,587,15016,8385,133,53,0,62,907
0500000US47099,"Lawrence County, Tennessee",44159,1117,40368,694,92,167,1,120,1600
0500000US47101,"Lewis County, Tennessee",12582,326,11510,184,31,55,5,36,435
0500000US47103,"Lincoln County, Tennessee",35319,1268,29803,2198,116,178,16,81,1659
0500000US47105,"Loudon County, Tennessee",54886,5356,46419,578,95,450,2,161,1825
0500000US47107,"McMinn County, Tennessee",53276,2161,45993,1842,140,430,17,107,2586
0500000US47109,"McNairy County, Tennessee",25866,438,22847,1545,55,78,0,51,852
0500000US47111,"Macon County, Tennessee",25216,1684,22439,120,60,44,8,34,827
0500000US47113,"Madison County, Tennessee",98823,4722,53264,35837,175,1227,13,359,3226
0500000US47115,"Marion County, Tennessee",28837,601,25689,1033,93,148,2,53,1218
0500000US47117,"Marshall County, Tennessee",34318,2235,28255,2018,103,142,7,93,1465
0500000US47119,"Maury County, Tennessee",100974,7660,76182,11241,248,934,45,383,4281
0500000US47121,"Meigs County, Tennessee",12758,220,11823,131,58,26,1,38,461
0500000US47123,"Monroe County, Tennessee",46250,1937,41185,736,141,194,2,85,1970
0500000US47125,"Montgomery County, Tennessee",220069,22934,131294,43349,757,5039,936,1207,14553
0500000US47127,"Moore County, Tennessee",6461,101,5999,103,17,29,1,10,201
0500000US47129,"Morgan County, Tennessee",21035,299,19029,971,54,41,8,64,569
0500000US47131,"Obion County, Tennessee",30787,1574,24736,3137,50,103,0,67,1120
0500000US47133,"Overton County, Tennessee",22511,344,21223,86,60,61,0,31,706
0500000US47135,"Perry County, Tennessee",8366,127,7700,195,41,26,1,21,255
0500000US47137,"Pickett County, Tennessee",5001,83,4811,8,8,15,1,5,70
0500000US47139,"Polk County, Tennessee",17544,297,16313,61,59,33,10,23,748
0500000US47141,"Putnam County, Tennessee",79854,6256,66782,2161,161,1086,33,179,3196
0500000US47143,"Rhea County, Tennessee",32870,1960,28641,598,100,195,6,69,1301
0500000US47145,"Roane County, Tennessee",53404,1011,48094,1302,161,341,19,157,2319
0500000US47147,"Robertson County, Tennessee",72803,6878,57049,5091,139,447,21,246,2932
0500000US47149,"Rutherford County, Tennessee",341486,38317,219194,53270,789,12394,219,1642,15661
0500000US47151,"Scott County, Tennessee",21850,205,20957,32,36,51,0,6,563
0500000US47153,"Sequatchie County, Tennessee",15826,621,14409,72,49,65,4,42,564
0500000US47155,"Sevier County, Tennessee",98380,8614,83801,766,312,1103,24,254,3506
0500000US47157,"Shelby County, Tennessee",929744,77707,316740,475074,1561,27960,256,3614,26832
0500000US47159,"Smith County, Tennessee",19904,518,18054,356,61,84,0,20,811
0500000US47161,"Stewart County, Tennessee",13657,336,12321,171,74,76,2,45,632
0500000US47163,"Sullivan County, Tennessee",158163,3548,143354,3197,350,1270,36,457,5951
0500000US47165,"Sumner County, Tennessee",196281,12870,155169,15537,476,2932,116,655,8526
0500000US47167,"Tipton County, Tennessee",60970,1686,44925,10760,180,393,39,190,2797
0500000US47169,"Trousdale County, Tennessee",11615,375,8786,1917,26,27,0,20,464
0500000US47171,"Unicoi County, Tennessee",17928,1107,16175,44,38,37,0,21,506
0500000US47173,"Union County, Tennessee",19802,404,18642,53,33,36,5,41,588
0500000US47175,"Van Buren County, Tennessee",6168,83,5866,20,7,10,1,0,181
0500000US47177,"Warren County, Tennessee",40953,3943,33980,1090,84,258,10,138,1450
0500000US47179,"Washington County, Tennessee",133001,6136,112606,5511,289,1980,53,606,5820
0500000US47181,"Wayne County, Tennessee",16232,379,14503,878,18,27,1,54,372
0500000US47183,"Weakley County, Tennessee",32902,905,27813,2593,52,192,3,79,1265
0500000US47185,"White County, Tennessee",27351,736,24833,405,75,132,10,56,1104
0500000US47187,"Williamson County, Tennessee",247726,14261,200408,9709,393,12879,115,1020,8941
0500000US47189,"Wilson County, Tennessee",147737,8375,118889,10099,405,3086,44,602,6237
0500000US48001,"Anderson County, Texas",57922,11111,33098,11430,193,381,13,113,1583
0500000US48003,"Andrews County, Texas",18610,10400,7405,192,96,102,0,49,366
0500000US48005,"Angelina County, Texas",86395,19732,49970,12872,200,891,30,196,2504
0500000US48007,"Aransas County, Texas",23830,6158,15816,241,142,480,15,78,900
0500000US48009,"Archer County, Texas",8560,742,7356,30,71,18,0,21,322
0500000US48011,"Armstrong County, Texas",1848,144,1593,6,17,10,0,2,76
0500000US48013,"Atascosa County, Texas",48981,31178,16066,340,116,170,15,177,919
0500000US48015,"Austin County, Texas",30167,8052,18480,2352,78,201,8,107,889
0500000US48017,"Bailey County, Texas",6904,4540,2190,49,24,8,0,27,66
0500000US48019,"Bandera County, Texas",20851,4010,15595,102,101,95,11,71,866
0500000US48021,"Bastrop County, Texas",97216,41484,45751,5460,312,718,63,417,3011
0500000US48023,"Baylor County, Texas",3465,439,2797,52,11,9,0,8,149
0500000US48025,"Bee County, Texas",31047,19392,8600,2316,54,211,2,65,407
0500000US48027,"Bell County, Texas",370647,93467,156780,80759,1448,10884,3454,2063,21792
0500000US48029,"Bexar County, Texas",2009324,1190958,535732,147875,4554,65217,2726,8218,54044
0500000US48031,"Blanco County, Texas",11374,2092,8707,68,36,38,0,70,363
0500000US48033,"Borden County, Texas",631,86,528,1,0,0,0,1,15
0500000US48035,"Bosque County, Texas",18235,3321,13621,244,83,80,3,29,854
0500000US48037,"Bowie County, Texas",92893,7602,55855,23084,554,1082,69,332,4315
0500000US48039,"Brazoria County, Texas",372031,115202,161833,53668,1022,26231,129,1374,12572
0500000US48041,"Brazos County, Texas",233849,63067,123035,23569,502,14621,210,1009,7836
0500000US48043,"Brewster County, Texas",9546,3963,4948,162,30,94,11,56,282
0500000US48045,"Briscoe County, Texas",1435,368,1008,17,4,0,0,3,35
0500000US48047,"Brooks County, Texas",7076,6242,724,8,9,29,0,12,52
0500000US48049,"Brown County, Texas",38095,8211,26672,1353,134,269,27,96,1333
0500000US48051,"Burleson County, Texas",17642,3712,11258,1852,65,70,0,34,651
0500000US48053,"Burnet County, Texas",49130,11199,34810,579,183,424,14,147,1774
0500000US48055,"Caldwell County, Texas",45883,25468,16560,2225,129,227,4,178,1092
0500000US48057,"Calhoun County, Texas",20106,9858,8374,361,34,1112,0,56,311
0500000US48059,"Callahan County, Texas",13708,1306,11555,118,66,52,7,50,554
0500000US48061,"Cameron County, Texas",421017,376680,37107,1405,365,2596,80,846,1938
0500000US48063,"Camp County, Texas",12464,3222,6734,1877,28,105,8,34,456
0500000US48065,"Carson County, Texas",5807,558,4873,19,46,19,1,7,284
0500000US48067,"Cass County, Texas",28454,1336,21028,4518,155,119,10,86,1202
0500000US48069,"Castro County, Texas",7371,4784,2328,95,39,22,4,9,90
0500000US48071,"Chambers County, Texas",46571,10952,29858,3148,161,622,0,215,1615
0500000US48073,"Cherokee County, Texas",50412,11797,30095,6359,128,263,18,123,1629
0500000US48075,"Childress County, Texas",6664,1942,3852,572,20,51,2,16,209
0500000US48077,"Clay County, Texas",10218,641,8941,35,78,50,0,31,442
0500000US48079,"Cochran County, Texas",2547,1527,912,62,6,0,0,0,40
0500000US48081,"Coke County, Texas",3285,661,2473,7,15,1,6,6,116
0500000US48083,"Coleman County, Texas",7684,1192,6013,142,36,32,0,29,240
0500000US48085,"Collin County, Texas",1064465,169158,542472,108100,3874,188365,613,4910,46973
0500000US48087,"Collingsworth County, Texas",2652,832,1617,108,23,7,1,0,64
0500000US48089,"Colorado County, Texas",20557,5990,11761,2222,13,80,0,41,450
0500000US48091,"Comal County, Texas",161501,43590,105250,3584,514,1844,127,700,5892
0500000US48093,"Comanche County, Texas",13594,3867,9197,39,49,38,3,24,377
0500000US48095,"Concho County, Texas",3303,1033,2097,69,9,19,1,16,59
0500000US48097,"Cooke County, Texas",41668,8519,29404,1181,360,307,13,125,1759
0500000US48099,"Coryell County, Texas",83093,16482,46213,11760,414,1816,1041,389,4978
0500000US48101,"Cottle County, Texas",1380,327,902,96,2,0,1,0,52
0500000US48103,"Crane County, Texas",4675,3158,1342,70,14,22,0,1,68
0500000US48105,"Crockett County, Texas",3098,1920,1080,18,9,10,0,9,52
0500000US48107,"Crosby County, Texas",5133,2829,2076,117,8,12,0,6,85
0500000US48109,"Culberson County, Texas",2188,1645,445,20,11,28,0,3,36
0500000US48111,"Dallam County, Texas",7115,3707,3119,74,51,10,3,10,141
0500000US48113,"Dallas County, Texas",2613539,1057835,724987,564741,6743,181314,1175,9990,66754
0500000US48115,"Dawson County, Texas",12456,6767,4590,847,23,56,4,17,152
0500000US48117,"Deaf Smith County, Texas",18583,13925,4233,107,47,44,0,40,187
0500000US48119,"Delta County, Texas",5230,394,4189,312,42,37,5,30,221
0500000US48121,"Denton County, Texas",906422,182778,485646,95386,3582,92751,650,3909,41720
0500000US48123,"DeWitt County, Texas",19824,6890,10854,1557,32,70,2,35,384
0500000US48125,"Dickens County, Texas",1770,512,1178,18,0,1,2,7,52
0500000US48127,"Dimmit County, Texas",8615,7487,898,72,8,68,10,12,60
0500000US48129,"Donley County, Texas",3258,356,2537,167,27,10,1,6,154
0500000US48131,"Duval County, Texas",9831,7962,937,145,13,45,0,8,721
0500000US48133,"Eastland County, Texas",17725,2934,13653,335,96,95,16,26,570
0500000US48135,"Ector County, Texas",165171,100051,51023,7430,568,2257,327,492,3023
0500000US48137,"Edwards County, Texas",1422,718,651,2,5,11,1,2,32
0500000US48139,"Ellis County, Texas",192455,52032,106495,23738,710,1525,202,790,6963
0500000US48141,"El Paso County, Texas",865657,715351,98219,24415,2365,10692,1527,2422,10666
0500000US48143,"Erath County, Texas",42545,9254,30006,1194,215,348,13,104,1411
0500000US48145,"Falls County, Texas",16968,3965,8707,3708,55,51,8,42,432
0500000US48147,"Fannin County, Texas",35662,4218,27042,2199,309,145,20,112,1617
0500000US48149,"Fayette County, Texas",24435,5216,17041,1383,50,67,6,72,600
0500000US48151,"Fisher County, Texas",3672,973,2496,92,15,13,2,11,70
0500000US48153,"Floyd County, Texas",5402,3067,2079,125,7,12,1,13,98
0500000US48155,"Foard County, Texas",1095,197,845,19,0,3,1,2,28
0500000US48157,"Fort Bend County, Texas",822779,198580,243726,167964,1269,181522,276,4055,25387
0500000US48159,"Franklin County, Texas",10359,1455,7876,394,39,68,6,61,460
0500000US48161,"Freestone County, Texas",19435,3155,12817,2740,64,66,11,46,536
0500000US48163,"Frio County, Texas",18385,14171,3053,705,49,199,9,81,118
0500000US48165,"Gaines County, Texas",21598,8401,12554,241,42,72,3,46,239
0500000US48167,"Galveston County, Texas",350682,88636,191358,43120,1036,12202,223,1455,12652
0500000US48169,"Garza County, Texas",5816,3272,2162,230,28,25,0,10,89
0500000US48171,"Gillespie County, Texas",26725,5766,19884,84,69,127,1,100,694
0500000US48173,"Glasscock County, Texas",1116,387,710,8,0,0,3,0,8
0500000US48175,"Goliad County, Texas",7012,2288,4246,235,18,24,0,16,185
0500000US48177,"Gonzales County, Texas",19653,9897,8159,1075,41,63,6,45,367
0500000US48179,"Gray County, Texas",21227,6347,13025,835,141,127,0,37,715
0500000US48181,"Grayson County, Texas",135543,20868,95211,7448,1876,1958,58,348,7776
0500000US48183,"Gregg County, Texas",124239,24040,68050,24974,424,1614,47,298,4792
0500000US48185,"Grimes County, Texas",29268,7361,16910,3824,85,102,8,84,894
0500000US48187,"Guadalupe County, Texas",172706,65233,84063,11947,476,3066,353,774,6794
0500000US48189,"Hale County, Texas",32522,19489,10693,1381,99,149,30,69,612
0500000US48191,"Hall County, Texas",2825,950,1589,190,7,9,0,3,77
0500000US48193,"Hamilton County, Texas",8222,1045,6805,32,37,36,2,17,248
0500000US48195,"Hansford County, Texas",5285,2615,2552,12,16,9,3,18,60
0500000US48197,"Hardeman County, Texas",3549,818,2441,130,14,18,1,7,120
0500000US48199,"Hardin County, Texas",56231,3417,46934,3037,190,399,34,149,2071
0500000US48201,"Harris County, Texas",4731145,2034709,1309593,885517,8432,344762,3199,23262,121671
0500000US48203,"Harrison County, Texas",68839,9839,42039,13448,294,483,28,267,2441
0500000US48205,"Hartley County, Texas",5382,1631,3403,191,15,24,5,1,112
0500000US48207,"Haskell County, Texas",5416,1377,3628,181,28,22,5,24,151
0500000US48209,"Hays County, Texas",241067,92871,121568,9004,599,4822,144,1009,11050
0500000US48211,"Hemphill County, Texas",3382,1137,2090,4,18,10,0,4,119
0500000US48213,"Henderson County, Texas",82150,11242,61854,4705,414,510,31,211,3183
0500000US48215,"Hidalgo County, Texas",870781,800001,53338,3364,635,8604,78,1915,2846
0500000US48217,"Hill County, Texas",35874,7884,24123,2055,137,188,15,87,1385
0500000US48219,"Hockley County, Texas",21537,10624,9752,565,82,49,4,59,402
0500000US48221,"Hood County, Texas",61598,7958,49815,495,340,468,53,180,2289
0500000US48223,"Hopkins County, Texas",36787,6484,25976,2373,198,277,4,85,1390
0500000US48225,"Houston County, Texas",22066,3071,12957,5163,94,138,8,58,577
0500000US48227,"Howard County, Texas",34860,16174,15672,1520,211,386,12,68,817
0500000US48229,"Hudspeth County, Texas",3202,2036,1094,6,6,10,0,7,43
0500000US48231,"Hunt County, Texas",99956,19673,65598,7812,722,979,151,301,4720
0500000US48233,"Hutchinson County, Texas",20617,4961,13783,416,273,105,2,52,1025
0500000US48235,"Irion County, Texas",1513,349,1112,6,9,0,1,1,35
0500000US48237,"Jack County, Texas",8472,1521,6358,294,35,41,5,9,209
0500000US48239,"Jackson County, Texas",14988,4829,8510,937,36,158,5,102,411
0500000US48241,"Jasper County, Texas",32980,2198,23795,5572,127,114,16,72,1086
0500000US48243,"Jeff Davis County, Texas",1996,613,1282,0,6,14,0,15,66
0500000US48245,"Jefferson County, Texas",256526,58915,96047,83856,622,9943,66,867,6210
0500000US48247,"Jim Hogg County, Texas",4838,4281,414,5,15,26,5,8,84
0500000US48249,"Jim Wells County, Texas",38891,30835,6963,180,58,140,15,95,605
0500000US48251,"Johnson County, Texas",179927,42613,119226,6446,840,1726,929,612,7535
0500000US48253,"Jones County, Texas",19663,5504,11485,1978,66,111,4,41,474
0500000US48255,"Karnes County, Texas",14710,7734,5388,1116,26,145,1,61,239
0500000US48257,"Kaufman County, Texas",145310,36165,78626,21541,623,2107,70,435,5743
0500000US48259,"Kendall County, Texas",44279,10029,31767,315,138,355,36,202,1437
0500000US48261,"Kenedy County, Texas",350,261,73,0,7,0,1,2,6
0500000US48263,"Kent County, Texas",753,81,657,2,3,0,0,3,7
0500000US48265,"Kerr County, Texas",52598,13598,35791,690,156,576,39,187,1561
0500000US48267,"Kimble County, Texas",4286,986,3136,8,14,33,3,8,98
0500000US48269,"King County, Texas",265,25,230,0,0,0,4,0,6
0500000US48271,"Kinney County, Texas",3129,1470,1489,36,21,10,2,15,86
0500000US48273,"Kleberg County, Texas",31040,21920,6728,995,83,784,1,97,432
0500000US48275,"Knox County, Texas",3353,1130,1935,146,8,24,3,5,102
0500000US48277,"Lamar County, Texas",50088,4412,35354,6378,751,474,25,119,2575
0500000US48279,"Lamb County, Texas",13045,7449,4981,392,15,4,5,24,175
0500000US48281,"Lampasas County, Texas",21627,4179,15132,700,115,242,86,100,1073
0500000US48283,"La Salle County, Texas",6664,4908,1467,221,3,4,0,5,56
0500000US48285,"Lavaca County, Texas",20337,3936,14564,1173,30,74,5,31,524
0500000US48287,"Lee County, Texas",17478,4479,10612,1631,47,57,1,37,614
0500000US48289,"Leon County, Texas",15719,2446,11659,921,54,111,6,47,475
0500000US48291,"Liberty County, Texas",91628,30797,50044,7024,291,466,12,329,2665
0500000US48293,"Limestone County, Texas",22146,5013,12530,3636,72,160,18,60,657
0500000US48295,"Lipscomb County, Texas",3059,1123,1786,4,29,2,0,4,111
0500000US48297,"Live Oak County, Texas",11335,4790,5968,205,49,35,3,45,240
0500000US48299,"Llano County, Texas",21243,2508,17530,97,115,121,4,61,807
0500000US48301,"Loving County, Texas",64,1,56,0,1,0,0,1,5
0500000US48303,"Lubbock County, Texas",310639,109170,154994,25663,1436,9490,180,968,8738
0500000US48305,"Lynn County, Texas",5596,2352,2960,105,15,10,4,12,138
0500000US48307,"McCulloch County, Texas",7630,2369,4904,92,7,39,0,12,207
0500000US48309,"McLennan County, Texas",260579,68587,139693,36130,901,4873,146,1065,9184
0500000US48311,"McMullen County, Texas",600,224,353,1,1,3,5,0,13
0500000US48313,"Madison County, Texas",13455,3415,6984,2587,48,101,0,11,309
0500000US48315,"Marion County, Texas",9725,389,6869,1846,69,48,0,45,459
0500000US48317,"Martin County, Texas",5237,2255,2780,81,22,9,1,19,70
0500000US48319,"Mason County, Texas",3953,883,2948,4,0,2,0,16,100
0500000US48321,"Matagorda County, Texas",36255,15455,15355,3734,99,700,7,103,802
0500000US48323,"Maverick County, Texas",57887,54936,1574,129,835,182,4,110,117
0500000US48325,"Medina County, Texas",50748,25455,22324,1252,158,215,38,188,1118
0500000US48327,"Menard County, Texas",1962,662,1231,12,7,5,3,8,34
0500000US48329,"Midland County, Texas",169983,73331,76487,10465,686,3891,152,621,4350
0500000US48331,"Milam County, Texas",24754,6264,15367,2097,67,111,11,84,753
0500000US48333,"Mills County, Texas",4456,728,3498,25,10,4,0,6,185
0500000US48335,"Mitchell County, Texas",8990,3454,4328,925,34,54,1,11,183
0500000US48337,"Montague County, Texas",19965,2361,16342,73,155,84,4,34,912
0500000US48339,"Montgomery County, Texas",620443,164089,371403,34177,1884,21436,634,2522,24298
0500000US48341,"Moore County, Texas",21358,12647,6499,654,97,982,1,83,395
0500000US48343,"Morris County, Texas",11973,1182,7716,2448,70,35,9,30,483
0500000US48345,"Motley County, Texas",1063,153,858,7,0,0,0,2,43
0500000US48347,"Nacogdoches County, Texas",64653,13597,37158,10567,191,760,10,190,2180
0500000US48349,"Navarro County, Texas",52624,16049,26996,6286,163,393,734,137,1866
0500000US48351,"Newton County, Texas",12217,344,9249,2075,59,24,0,27,439
0500000US48353,"Nolan County, Texas",14738,5354,8138,625,53,103,2,31,432
0500000US48355,"Nueces County, Texas",353178,217052,106165,12651,907,7712,281,1264,7146
0500000US48357,"Ochiltree County, Texas",10015,5470,4245,14,31,28,2,21,204
0500000US48359,"Oldham County, Texas",1758,313,1325,33,6,10,0,0,71
0500000US48361,"Orange County, Texas",84808,7265,64935,7981,343,1108,13,196,2967
0500000US48363,"Palo Pinto County, Texas",28409,5614,20778,552,149,211,12,69,1024
0500000US48365,"Panola County, Texas",22491,2190,16098,3244,96,99,7,26,731
0500000US48367,"Parker County, Texas",148222,19819,117747,1636,878,990,97,470,6585
0500000US48369,"Parmer County, Texas",9869,6504,3187,53,11,14,0,39,61
0500000US48371,"Pecos County, Texas",15193,10845,3473,505,33,143,0,35,159
0500000US48373,"Polk County, Texas",50123,7345,34808,4869,914,340,0,135,1712
0500000US48375,"Potter County, Texas",118525,45193,50153,11999,636,6036,20,613,3875
0500000US48377,"Presidio County, Texas",6131,4991,961,25,16,85,0,9,44
0500000US48379,"Rains County, Texas",12164,1109,10130,264,85,55,1,33,487
0500000US48381,"Randall County, Texas",140753,31583,95457,4567,794,2604,54,412,5282
0500000US48383,"Reagan County, Texas",3385,2283,968,33,12,19,1,6,63
0500000US48385,"Real County, Texas",2758,692,1940,22,8,12,3,2,79
0500000US48387,"Red River County, Texas",11587,766,8499,1738,102,51,0,13,418
0500000US48389,"Reeves County, Texas",14748,12510,1697,224,27,165,3,39,83
0500000US48391,"Refugio County, Texas",6741,3306,2864,400,18,27,0,12,114
0500000US48393,"Roberts County, Texas",827,50,717,2,2,0,0,1,55
0500000US48395,"Robertson County, Texas",16757,3528,9505,3095,29,104,21,37,438
0500000US48397,"Rockwall County, Texas",107819,20560,70198,8179,479,3306,75,344,4678
0500000US48399,"Runnels County, Texas",9900,3354,6062,132,39,24,6,15,268
0500000US48401,"Rusk County, Texas",52214,9579,32022,8240,195,231,18,162,1767
0500000US48403,"Sabine County, Texas",9894,393,8307,734,51,52,0,35,322
0500000US48405,"San Augustine County, Texas",7918,639,5270,1768,19,36,0,0,186
0500000US48407,"San Jacinto County, Texas",27402,4822,19170,2083,123,86,15,74,1029
0500000US48409,"San Patricio County, Texas",68755,38220,26613,994,198,845,66,227,1592
