GEO_ID,NAME,P2_001N,P2_002N,P2_005N,P2_006N,P2_007N,P2_008N,P2_009N,P2_010N,P2_011N
Geography,Geographic Area Name,Total,Hispanic or Latino total,White total,Black or African American total,American Indian and Alaska Native total,Asian total,Native Hawaiian and Other Pacific Islander total,Some Other Race total,Two or more races total
0500000US17031,"Cook County, Illinois",5275541,1382778,2135243,1185601,5655,408691,961,20538,136074
0500000US17033,"Crawford County, Illinois",18679,447,16941,608,36,76,2,29,540
0500000US17035,"Cumberland County, Illinois",10450,112,9947,28,13,21,0,17,312
0500000US17037,"DeKalb County, Illinois",100420,13597,71249,8730,119,2280,29,298,4118
0500000US17039,"De Witt County, Illinois",15516,510,14370,108,19,40,16,16,437
0500000US17041,"Douglas County, Illinois",19740,1565,17420,67,28,103,6,34,517
0500000US17043,"DuPage County, Illinois",932877,144291,591441,44201,873,118982,219,3299,29571
0500000US17045,"Edgar County, Illinois",16866,225,16005,82,17,51,0,33,453
0500000US17047,"Edwards County, Illinois",6245,63,5994,16,8,21,4,11,128
0500000US17049,"Effingham County, Illinois",34668,872,32361,151,36,246,6,45,951
0500000US17051,"Fayette County, Illinois",21488,657,19425,780,80,67,1,31,447
0500000US17053,"Ford County, Illinois",13534,554,12265,75,24,57,0,42,517
0500000US17055,"Franklin County, Illinois",37804,642,35210,162,92,119,4,63,1512
0500000US17057,"Fulton County, Illinois",33609,738,30616,1102,59,69,6,77,942
0500000US17059,"Gallatin County, Illinois",4946,53,4683,25,5,23,0,3,154
0500000US17061,"Greene County, Illinois",11985,106,11451,18,13,21,3,23,350
0500000US17063,"Grundy County, Illinois",52533,5712,43472,833,48,466,16,122,1864
0500000US17065,"Hamilton County, Illinois",7993,96,7574,36,16,12,0,1,258
0500000US17067,"Hancock County, Illinois",17620,318,16599,73,38,57,4,29,502
0500000US17069,"Hardin County, Illinois",3649,65,3374,11,0,17,2,4,176
0500000US17071,"Henderson County, Illinois",6387,112,6060,29,5,14,5,0,162
0500000US17073,"Henry County, Illinois",49284,3170,43094,1029,63,192,12,94,1630
0500000US17075,"Iroquois County, Illinois",27077,2085,23602,212,38,99,0,48,993
0500000US17077,"Jackson County, Illinois",52974,2837,37513,7503,114,2048,24,239,2696
0500000US17079,"Jasper County, Illinois",9287,84,8934,22,19,15,4,19,190
0500000US17081,"Jefferson County, Illinois",37113,899,31182,2783,77,352,7,68,1745
0500000US17083,"Jersey County, Illinois",21512,327,20105,156,21,74,3,32,794
0500000US17085,"Jo Daviess County, Illinois",22035,856,20354,114,31,96,6,52,526
0500000US17087,"Johnson County, Illinois",13308,552,10895,1419,20,18,4,12,388
0500000US17089,"Kane County, Illinois",516522,169595,282307,26239,514,21191,115,1521,15040
0500000US17091,"Kankakee County, Illinois",107502,12520,73591,15417,173,1069,13,372,4347
0500000US17093,"Kendall County, Illinois",131869,27127,84690,9693,117,4625,10,487,5120
0500000US17095,"Knox County, Illinois",49967,3051,39615,4354,73,361,12,207,2294
0500000US17097,"Lake County, Illinois",714342,171962,408349,47240,909,58901,312,3264,23405
0500000US17099,"LaSalle County, Illinois",109658,11456,90445,2514,153,855,8,297,3930
0500000US17101,"Lawrence County, Illinois",15280,514,12777,1393,12,58,7,29,490
0500000US17103,"Lee County, Illinois",34145,2324,28435,1831,30,248,10,95,1172
0500000US17105,"Livingston County, Illinois",35815,1859,31518,1081,38,171,1,89,1058
0500000US17107,"Logan County, Illinois",27987,818,24452,1494,48,178,1,76,920
0500000US17109,"McDonough County, Illinois",27238,962,23062,1498,47,560,6,73,1030
0500000US17111,"McHenry County, Illinois",310229,46705,238659,4073,325,8669,45,872,10881
0500000US17113,"McLean County, Illinois",170954,10524,129440,14699,258,8108,38,618,7269
0500000US17115,"Macon County, Illinois",103998,2733,75117,18886,178,1512,31,415,5126
0500000US17117,"Macoupin County, Illinois",44967,570,41850,368,109,179,0,54,1837
0500000US17119,"Madison County, Illinois",265859,10797,213793,24671,559,2718,92,825,12404
0500000US17121,"Marion County, Illinois",37729,712,33150,1509,94,349,1,97,1817
0500000US17123,"Marshall County, Illinois",11742,323,10858,86,18,43,0,25,389
0500000US17125,"Mason County, Illinois",13086,184,12339,49,24,26,1,11,452
0500000US17127,"Massac County, Illinois",14169,333,12077,875,35,43,6,61,739
0500000US17129,"Menard County, Illinois",12297,160,11502,80,18,49,2,25,461
0500000US17131,"Mercer County, Illinois",15699,468,14578,68,26,37,2,17,503
0500000US17133,"Monroe County, Illinois",34962,646,32680,118,53,186,2,66,1211
0500000US17135,"Montgomery County, Illinois",28288,587,25709,916,49,131,7,26,863
0500000US17137,"Morgan County, Illinois",32915,838,28489,1961,54,266,16,84,1207
0500000US17139,"Moultrie County, Illinois",14526,194,13747,84,26,49,0,25,401
0500000US17141,"Ogle County, Illinois",51788,5797,43120,543,72,259,0,104,1893
0500000US17143,"Peoria County, Illinois",181830,10091,120629,33635,342,7730,61,783,8559
0500000US17145,"Perry County, Illinois",20945,714,17779,1653,34,125,1,34,605
0500000US17147,"Piatt County, Illinois",16673,247,15600,83,23,80,1,51,588
0500000US17149,"Pike County, Illinois",14739,262,13874,63,33,43,6,20,438
0500000US17151,"Pope County, Illinois",3763,71,3491,38,1,16,0,0,146
0500000US17153,"Pulaski County, Illinois",5193,204,3245,1462,36,13,0,14,219
0500000US17155,"Putnam County, Illinois",5637,348,5073,26,7,18,4,8,153
0500000US17157,"Randolph County, Illinois",30163,1031,25460,2381,48,86,7,72,1078
0500000US17159,"Richland County, Illinois",15813,273,14813,75,28,123,7,22,472
0500000US17161,"Rock Island County, Illinois",144672,19842,97689,16169,240,4033,35,482,6182
0500000US17163,"St. Clair County, Illinois",257400,12582,150496,76013,490,3623,181,1152,12863
0500000US17165,"Saline County, Illinois",23768,473,21309,692,69,122,0,94,1009
0500000US17167,"Sangamon County, Illinois",196343,5309,150467,25686,349,4300,55,727,9450
0500000US17169,"Schuyler County, Illinois",6902,152,6157,283,28,25,2,17,238
0500000US17171,"Scott County, Illinois",4949,48,4747,5,1,11,1,5,131
0500000US17173,"Shelby County, Illinois",20990,213,20116,65,35,83,1,40,437
0500000US17175,"Stark County, Illinois",5400,132,5070,17,8,23,0,5,145
0500000US17177,"Stephenson County, Illinois",44630,2254,35405,4374,80,306,11,155,2045
0500000US17179,"Tazewell County, Illinois",131343,3161,119882,1629,279,1080,41,324,4947
0500000US17181,"Union County, Illinois",17244,867,15331,226,46,67,11,28,668
0500000US17183,"Vermilion County, Illinois",74188,3816,56186,10247,140,568,10,249,2972
0500000US17185,"Wabash County, Illinois",11361,178,10520,53,15,251,6,15,323
0500000US17187,"Warren County, Illinois",16835,1789,13494,577,31,329,15,46,554
0500000US17189,"Washington County, Illinois",13761,224,12976,85,25,65,20,15,351
0500000US17191,"Wayne County, Illinois",16179,182,15400,90,26,49,5,29,398
0500000US17193,"White County, Illinois",13877,188,13007,91,22,65,18,15,471
0500000US17195,"Whiteside County, Illinois",55691,7131,45341,741,60,306,9,149,1954
0500000US17197,"Will County, Illinois",696355,130851,418418,79256,711,42416,82,2105,22516
0500000US17199,"Williamson County, Illinois",67153,1779,58193,2809,230,771,9,207,3155
0500000US17201,"Winnebago County, Illinois",285350,40952,183235,38240,559,7938,66,1099,13261
0500000US17203,"Woodford County, Illinois",38467,740,35844,269,42,217,10,89,1256
0500000US18001,"Adams County, Indiana",35809,1637,33080,171,80,135,4,50,652
0500000US18003,"Allen County, Indiana",385410,32923,270149,43629,883,18191,138,1940,17557
0500000US18005,"Bartholomew County, Indiana",82208,7257,64395,1768,132,5383,45,290,2938
0500000US18007,"Benton County, Indiana",8719,629,7789,44,15,13,7,28,194
0500000US18009,"Blackford County, Indiana",12112,252,11278,54,38,24,0,30,436
0500000US18011,"Boone County, Indiana",70812,2775,61135,1426,128,2389,19,241,2699
0500000US18013,"Brown County, Indiana",15475,270,14463,55,30,65,5,48,539
0500000US18015,"Carroll County, Indiana",20306,823,18727,128,33,48,0,57,490
0500000US18017,"Cass County, Indiana",37870,6675,28744,560,109,573,8,76,1125
0500000US18019,"Clark County, Indiana",121093,7891,95403,9265,249,1305,127,491,6362
0500000US18021,"Clay County, Indiana",26466,460,24880,129,43,91,6,47,810
0500000US18023,"Clinton County, Indiana",33190,6142,25808,196,62,70,13,46,853
0500000US18025,"Crawford County, Indiana",10526,121,9989,26,23,17,1,8,341
0500000US18027,"Daviess County, Indiana",33381,2103,29708,619,38,132,8,76,697
0500000US18029,"Dearborn County, Indiana",50679,724,47319,292,66,211,9,162,1896
0500000US18031,"Decatur County, Indiana",26472,614,24769,90,35,154,8,39,763
0500000US18033,"DeKalb County, Indiana",43265,1185,40232,183,67,225,39,79,1255
0500000US18035,"Delaware County, Indiana",111903,3533,93333,8141,218,1388,58,417,4815
0500000US18037,"Dubois County, Indiana",43637,4146,38137,190,55,247,5,89,768
0500000US18039,"Elkhart County, Indiana",207047,39594,145039,11051,373,2236,54,716,7984
0500000US18041,"Fayette County, Indiana",23398,273,22014,275,32,58,2,48,696
0500000US18043,"Floyd County, Indiana",80484,3082,67970,4276,169,973,21,246,3747
0500000US18045,"Fountain County, Indiana",16479,412,15349,56,38,43,6,23,552
0500000US18047,"Franklin County, Indiana",22785,219,21790,23,25,91,1,32,604
0500000US18049,"Fulton County, Indiana",20480,1068,18452,141,64,76,0,43,636
0500000US18051,"Gibson County, Indiana",33011,680,30159,637,61,214,16,115,1129
0500000US18053,"Grant County, Indiana",66674,3412,54500,4566,157,524,22,240,3253
0500000US18055,"Greene County, Indiana",30803,551,29035,53,68,104,4,51,937
0500000US18057,"Hamilton County, Indiana",347467,18106,275185,14674,402,23459,134,1483,14024
0500000US18059,"Hancock County, Indiana",79840,2202,71106,2346,121,734,42,219,3070
0500000US18061,"Harrison County, Indiana",39654,928,36702,185,92,189,17,107,1434
0500000US18063,"Hendricks County, Indiana",174788,8056,139374,13350,264,5667,66,729,7282
0500000US18065,"Henry County, Indiana",48914,977,45105,1066,67,197,5,106,1391
0500000US18067,"Howard County, Indiana",83658,3060,68470,6416,209,1027,19,306,4151
0500000US18069,"Huntington County, Indiana",36662,1050,33874,221,140,163,7,83,1124
0500000US18071,"Jackson County, Indiana",46428,6251,37815,485,68,469,5,94,1241
0500000US18073,"Jasper County, Indiana",32918,2342,29084,129,53,90,10,43,1167
0500000US18075,"Jay County, Indiana",20478,944,18892,53,24,64,12,26,463
0500000US18077,"Jefferson County, Indiana",33147,1111,30023,510,79,290,10,106,1018
0500000US18079,"Jennings County, Indiana",27613,859,25665,175,39,49,2,44,780
0500000US18081,"Johnson County, Indiana",161765,6394,136748,3850,280,7420,69,623,6381
0500000US18083,"Knox County, Indiana",36282,1005,33027,696,67,283,13,104,1087
0500000US18085,"Kosciusko County, Indiana",80240,7492,67990,682,160,1336,16,205,2359
0500000US18087,"LaGrange County, Indiana",40446,1733,37834,92,50,74,1,33,629
0500000US18089,"Lake County, Indiana",498700,99927,251106,121048,691,7334,95,1682,16817
0500000US18091,"LaPorte County, Indiana",112417,7985,85957,11874,250,743,18,467,5123
0500000US18093,"Lawrence County, Indiana",45011,765,42224,191,131,207,4,93,1396
0500000US18095,"Madison County, Indiana",130129,6263,106928,10116,259,649,42,483,5389
0500000US18097,"Marion County, Indiana",977203,129286,493665,265659,1752,39827,374,5373,41267
0500000US18099,"Marshall County, Indiana",46095,5251,38910,204,63,274,7,112,1274
0500000US18101,"Martin County, Indiana",9812,92,9335,20,20,33,6,11,295
0500000US18103,"Miami County, Indiana",35962,1186,31123,1792,281,130,4,102,1344
0500000US18105,"Monroe County, Indiana",139718,6358,112490,5016,222,8350,37,538,6707
0500000US18107,"Montgomery County, Indiana",37936,2281,33748,343,73,236,13,77,1165
0500000US18109,"Morgan County, Indiana",71780,1274,66972,339,195,276,11,178,2535
0500000US18111,"Newton County, Indiana",13830,1039,12053,42,25,34,2,34,601
0500000US18113,"Noble County, Indiana",47457,5250,40235,217,71,223,1,104,1356
0500000US18115,"Ohio County, Indiana",5940,79,5629,16,4,29,0,16,167
0500000US18117,"Orange County, Indiana",19867,305,18527,200,37,60,11,34,693
0500000US18119,"Owen County, Indiana",21321,297,19874,79,47,62,0,50,912
0500000US18121,"Parke County, Indiana",16156,225,15329,198,55,30,0,12,307
0500000US18123,"Perry County, Indiana",19170,220,17853,397,33,99,3,46,519
0500000US18125,"Pike County, Indiana",12250,180,11666,31,39,15,0,11,308
0500000US18127,"Porter County, Indiana",173215,18904,136993,7246,259,2197,51,602,6963
0500000US18129,"Posey County, Indiana",25222,375,23640,211,44,107,3,57,785
0500000US18131,"Pulaski County, Indiana",12514,458,11442,65,24,44,3,14,464
0500000US18133,"Putnam County, Indiana",36726,784,33150,1024,70,355,14,126,1203
0500000US18135,"Randolph County, Indiana",24502,1156,22325,119,52,67,0,60,723
0500000US18137,"Ripley County, Indiana",28995,541,27213,73,45,183,0,53,887
0500000US18139,"Rush County, Indiana",16752,252,15876,90,19,54,3,36,422
0500000US18141,"St. Joseph County, Indiana",272912,26576,188556,35420,773,6586,159,1350,13492
0500000US18143,"Scott County, Indiana",24384,535,22829,92,27,87,11,44,759
0500000US18145,"Shelby County, Indiana",45055,2377,40305,537,60,339,3,127,1307
0500000US18147,"Spencer County, Indiana",19810,676,18368,129,44,73,1,28,491
0500000US18149,"Starke County, Indiana",23371,902,21395,67,60,40,4,41,862
0500000US18151,"Steuben County, Indiana",34435,1427,31438,234,64,187,2,94,989
0500000US18153,"Sullivan County, Indiana",20817,334,18856,877,43,33,8,28,638
0500000US18155,"Switzerland County, Indiana",9737,114,9262,14,26,20,0,11,290
0500000US18157,"Tippecanoe County, Indiana",186251,18647,131465,11080,346,13613,38,791,10271
0500000US18159,"Tipton County, Indiana",15359,434,14367,46,13,46,2,56,395
0500000US18161,"Union County, Indiana",7087,74,6765,21,22,33,8,12,152
0500000US18163,"Vanderburgh County, Indiana",180136,6313,143444,17459,331,2411,677,709,8792
0500000US18165,"Vermillion County, Indiana",15439,168,14692,37,27,46,11,18,440
0500000US18167,"Vigo County, Indiana",106153,3239,88137,7079,311,2003,25,616,4743
0500000US18169,"Wabash County, Indiana",30976,897,28634,158,126,161,9,66,925
0500000US18171,"Warren County, Indiana",8440,193,8018,7,7,26,0,11,178
0500000US18173,"Warrick County, Indiana",63898,1383,57346,1038,92,1639,11,183,2206
0500000US18175,"Washington County, Indiana",28182,400,26600,113,66,95,10,67,831
0500000US18177,"Wayne County, Indiana",66553,2495,56689,3027,142,707,12,330,3151
0500000US18179,"Wells County, Indiana",28180,1019,26000,220,50,130,5,40,716
0500000US18181,"White County, Indiana",24688,2453,21203,111,50,94,6,29,742
0500000US18183,"Whitley County, Indiana",34191,841,31832,150,91,173,3,78,1023
0500000US19001,"Adair County, Iowa",7496,186,7066,45,16,23,1,4,155
0500000US19003,"Adams County, Iowa",3704,42,3518,12,15,13,0,15,89
0500000US19005,"Allamakee County, Iowa",14061,1221,12401,146,14,41,5,24,209
0500000US19007,"Appanoose County, Iowa",12317,231,11586,75,19,69,0,14,323
0500000US19009,"Audubon County, Iowa",5674,86,5443,17,5,4,1,4,114
0500000US19011,"Benton County, Iowa",25575,462,24077,112,29,79,2,57,757
0500000US19013,"Black Hawk County, Iowa",131144,6448,101150,13529,219,3412,848,377,5161
0500000US19015,"Boone County, Iowa",26715,709,24720,289,51,100,3,42,801
0500000US19017,"Bremer County, Iowa",24988,511,23403,239,26,196,2,32,579
0500000US19019,"Buchanan County, Iowa",20565,338,19565,70,18,52,11,17,494
0500000US19021,"Buena Vista County, Iowa",20823,5925,11377,560,29,1889,614,77,352
0500000US19023,"Butler County, Iowa",14334,183,13751,26,16,28,0,19,311
0500000US19025,"Calhoun County, Iowa",9927,236,9261,151,22,24,8,19,206
0500000US19027,"Carroll County, Iowa",20760,594,19409,262,19,75,0,18,383
0500000US19029,"Cass County, Iowa",13127,306,12317,28,17,35,78,28,318
0500000US19031,"Cedar County, Iowa",18505,462,17334,79,40,61,2,54,473
0500000US19033,"Cerro Gordo County, Iowa",43127,2243,37819,848,96,535,137,82,1367
0500000US19035,"Cherokee County, Iowa",11658,530,10668,84,24,57,14,28,253
0500000US19037,"Chickasaw County, Iowa",12012,481,11173,75,7,28,0,7,241
0500000US19039,"Clarke County, Iowa",9748,1534,7837,43,7,81,40,28,178
0500000US19041,"Clay County, Iowa",16384,704,15025,99,37,105,2,12,400
0500000US19043,"Clayton County, Iowa",17043,343,16111,158,34,47,6,16,328
0500000US19045,"Clinton County, Iowa",46460,1539,41226,1392,103,252,10,104,1834
0500000US19047,"Crawford County, Iowa",16525,4912,10625,383,31,303,4,27,240
0500000US19049,"Dallas County, Iowa",99678,6515,81708,2657,137,4987,32,340,3302
0500000US19051,"Davis County, Iowa",9110,144,8735,8,11,15,0,10,187
0500000US19053,"Decatur County, Iowa",7645,211,7010,97,17,39,21,26,224
0500000US19055,"Delaware County, Iowa",17488,244,16706,122,24,39,0,30,323
0500000US19057,"Des Moines County, Iowa",38910,1245,32753,2501,67,398,21,128,1797
0500000US19059,"Dickinson County, Iowa",17703,406,16709,76,14,80,1,25,392
0500000US19061,"Dubuque County, Iowa",99266,2977,87349,4035,131,1018,813,255,2688
0500000US19063,"Emmet County, Iowa",9388,887,8134,89,31,32,3,11,201
0500000US19065,"Fayette County, Iowa",19509,520,18053,200,40,78,1,31,586
0500000US19067,"Floyd County, Iowa",15627,550,13907,415,29,293,12,14,407
0500000US19069,"Franklin County, Iowa",10019,1634,8034,32,18,49,0,26,226
0500000US19071,"Fremont County, Iowa",6605,190,6145,10,19,8,5,20,208
0500000US19073,"Greene County, Iowa",8771,256,8188,22,15,48,1,12,229
0500000US19075,"Grundy County, Iowa",12329,145,11791,43,10,24,0,15,301
0500000US19077,"Guthrie County, Iowa",10623,274,9960,27,21,37,16,51,237
0500000US19079,"Hamilton County, Iowa",15039,1465,12702,88,25,314,0,27,418
0500000US19081,"Hancock County, Iowa",10795,614,9813,76,22,25,0,3,242
0500000US19083,"Hardin County, Iowa",16878,818,15292,144,25,86,2,32,479
0500000US19085,"Harrison County, Iowa",14582,293,13818,27,25,49,0,24,346
0500000US19087,"Henry County, Iowa",20482,1083,17643,501,60,451,8,73,663
0500000US19089,"Howard County, Iowa",9469,258,8890,23,33,27,7,14,217
0500000US19091,"Humboldt County, Iowa",9597,430,8823,53,16,21,6,22,226
0500000US19093,"Ida County, Iowa",7005,255,6554,28,0,18,11,16,123
0500000US19095,"Iowa County, Iowa",16662,495,15394,111,29,84,1,57,491
0500000US19097,"Jackson County, Iowa",19485,237,18369,140,33,46,190,51,419
0500000US19099,"Jasper County, Iowa",37813,1087,34445,683,91,215,30,104,1158
0500000US19101,"Jefferson County, Iowa",15663,610,13425,409,43,500,9,84,583
0500000US19103,"Johnson County, Iowa",152854,10198,114491,12643,193,8555,41,534,6199
0500000US19105,"Jones County, Iowa",20646,497,19002,437,53,58,2,63,534
0500000US19107,"Keokuk County, Iowa",10033,215,9476,47,4,16,0,7,268
0500000US19109,"Kossuth County, Iowa",14828,603,13758,71,9,71,3,15,298
0500000US19111,"Lee County, Iowa",33555,1110,29888,896,48,139,8,69,1397
0500000US19113,"Linn County, Iowa",230299,8911,187911,16200,382,5345,522,659,10369
0500000US19115,"Louisa County, Iowa",10837,1728,8485,73,11,265,0,14,261
0500000US19117,"Lucas County, Iowa",8634,198,8154,18,6,29,0,6,223
0500000US19119,"Lyon County, Iowa",11934,407,11175,38,20,24,43,5,222
0500000US19121,"Madison County, Iowa",16548,316,15504,44,15,83,9,57,520
0500000US19123,"Mahaska County, Iowa",22190,480,20259,384,41,250,15,34,727
0500000US19125,"Marion County, Iowa",33414,700,30918,281,64,401,21,86,943
0500000US19127,"Marshall County, Iowa",40105,9140,27438,785,153,1514,33,59,983
0500000US19129,"Mills County, Iowa",14484,461,13330,77,21,48,10,31,506
0500000US19131,"Mitchell County, Iowa",10565,193,10080,42,3,45,4,23,175
0500000US19133,"Monona County, Iowa",8751,236,8051,28,146,27,2,25,236
0500000US19135,"Monroe County, Iowa",7577,117,7192,18,12,16,2,31,189
0500000US19137,"Montgomery County, Iowa",10330,371,9603,25,18,21,2,7,283
0500000US19139,"Muscatine County, Iowa",43235,7769,32633,1086,58,404,0,104,1181
0500000US19141,"O'Brien County, Iowa",14182,985,12609,159,39,79,11,26,274
0500000US19143,"Osceola County, Iowa",6192,603,5341,28,18,21,36,11,134
0500000US19145,"Page County, Iowa",15211,464,13686,365,60,117,0,15,504
0500000US19147,"Palo Alto County, Iowa",8996,274,8391,52,15,37,6,21,200
0500000US19149,"Plymouth County, Iowa",25698,1496,22941,354,48,111,117,54,577
0500000US19151,"Pocahontas County, Iowa",7078,354,6383,66,10,29,23,24,189
0500000US19153,"Polk County, Iowa",492401,48055,362260,34990,1081,24313,280,1713,19709
0500000US19155,"Pottawattamie County, Iowa",93667,7660,79181,1836,391,773,76,278,3472
0500000US19157,"Poweshiek County, Iowa",18662,529,17004,320,53,221,21,29,485
0500000US19159,"Ringgold County, Iowa",4663,71,4447,2,7,8,0,3,125
0500000US19161,"Sac County, Iowa",9814,354,9161,46,11,31,6,23,182
0500000US19163,"Scott County, Iowa",174669,12092,134578,13701,324,4824,57,523,8570
0500000US19165,"Shelby County, Iowa",11746,412,10890,53,29,49,3,9,301
0500000US19167,"Sioux County, Iowa",35872,4914,29919,184,87,219,5,42,502
0500000US19169,"Story County, Iowa",98537,5032,79944,2980,226,5444,29,335,4547
0500000US19171,"Tama County, Iowa",17135,1804,13284,125,1258,80,2,28,554
0500000US19173,"Taylor County, Iowa",5896,399,5304,1,13,15,1,21,142
0500000US19175,"Union County, Iowa",12138,399,11223,114,25,65,7,10,295
0500000US19177,"Van Buren County, Iowa",7203,114,6878,26,6,24,0,3,152
0500000US19179,"Wapello County, Iowa",35437,4332,27295,1443,66,622,518,88,1073
0500000US19181,"Warren County, Iowa",52403,1658,47897,452,80,380,17,167,1752
0500000US19183,"Washington County, Iowa",22565,1612,19958,177,19,113,3,82,601
0500000US19185,"Wayne County, Iowa",6497,61,6228,10,17,24,1,11,145
0500000US19187,"Webster County, Iowa",36999,2063,31372,1773,112,295,16,79,1289
0500000US19189,"Winnebago County, Iowa",10679,594,9472,204,13,94,3,37,262
0500000US19191,"Winneshiek County, Iowa",20070,585,18705,119,19,178,12,33,419
0500000US19193,"Woodbury County, Iowa",105941,18746,72237,5076,1893,2957,651,358,4023
0500000US19195,"Worth County, Iowa",7443,211,6946,60,7,26,1,14,178
0500000US19197,"Wright County, Iowa",12943,2394,10107,73,15,67,8,15,264
0500000US20001,"Allen County, Kansas",12526,502,10991,173,135,67,2,39,617
0500000US20003,"Anderson County, Kansas",7836,155,7259,26,46,47,0,26,277
0500000US20005,"Atchison County, Kansas",16348,583,13925,785,78,80,6,49,842
0500000US20007,"Barber County, Kansas",4228,162,3814,7,34,16,5,11,179
0500000US20009,"Barton County, Kansas",25493,4127,19911,293,90,80,3,63,926
0500000US20011,"Bourbon County, Kansas",14360,386,12451,454,88,98,2,40,841
0500000US20013,"Brown County, Kansas",9508,352,7683,97,795,42,6,25,508
0500000US20015,"Butler County, Kansas",67380,3578,56846,1398,489,996,37,222,3814
0500000US20017,"Chase County, Kansas",2572,222,2228,18,8,8,1,9,78
0500000US20019,"Chautauqua County, Kansas",3379,138,2822,23,185,18,0,2,191
0500000US20021,"Cherokee County, Kansas",19362,514,16241,79,771,65,26,34,1632
0500000US20023,"Cheyenne County, Kansas",2616,238,2223,6,7,12,0,4,126
0500000US20025,"Clark County, Kansas",1991,203,1668,1,20,24,1,7,67
0500000US20027,"Clay County, Kansas",8117,218,7486,50,34,49,0,10,270
0500000US20029,"Cloud County, Kansas",9032,319,8235,123,40,40,4,11,260
0500000US20031,"Coffey County, Kansas",8360,221,7670,45,36,44,1,19,324
0500000US20033,"Comanche County, Kansas",1689,98,1520,10,2,0,1,3,55
0500000US20035,"Cowley County, Kansas",34549,3971,26227,865,626,499,179,73,2109
0500000US20037,"Crawford County, Kansas",38972,2716,31937,899,320,461,191,120,2328
0500000US20039,"Decatur County, Kansas",2764,76,2565,9,7,10,0,3,94
0500000US20041,"Dickinson County, Kansas",18402,905,16451,105,74,74,20,68,705
0500000US20043,"Doniphan County, Kansas",7510,204,6614,266,66,32,19,28,281
0500000US20045,"Douglas County, Kansas",118785,8295,90281,5104,2579,4657,84,523,7262
0500000US20047,"Edwards County, Kansas",2907,623,2157,14,15,1,1,2,94
0500000US20049,"Elk County, Kansas",2483,101,2214,1,43,3,0,0,121
0500000US20051,"Ellis County, Kansas",28934,2016,25109,318,65,265,0,82,1079
0500000US20053,"Ellsworth County, Kansas",6376,365,5455,254,39,23,0,8,232
0500000US20055,"Finney County, Kansas",38470,19883,14514,1362,164,1512,3,155,877
0500000US20057,"Ford County, Kansas",34287,19666,12455,885,101,394,6,90,690
0500000US20059,"Franklin County, Kansas",25996,1147,22818,303,190,103,7,78,1350
0500000US20061,"Geary County, Kansas",36739,5776,19957,6062,207,1183,452,189,2913
0500000US20063,"Gove County, Kansas",2718,83,2486,3,3,15,1,16,111
0500000US20065,"Graham County, Kansas",2415,62,2179,55,8,14,0,14,83
0500000US20067,"Grant County, Kansas",7352,3862,3211,10,55,8,3,10,193
0500000US20069,"Gray County, Kansas",5653,839,4629,19,5,14,0,8,139
0500000US20071,"Greeley County, Kansas",1284,199,1036,0,4,5,0,10,30
0500000US20073,"Greenwood County, Kansas",6016,204,5406,28,32,36,1,15,294
0500000US20075,"Hamilton County, Kansas",2518,1084,1361,10,12,5,0,2,44
0500000US20077,"Harper County, Kansas",5485,425,4714,16,74,15,2,4,235
0500000US20079,"Harvey County, Kansas",34024,4055,27349,596,183,260,10,82,1489
0500000US20081,"Haskell County, Kansas",3780,1119,2578,9,8,1,0,7,58
0500000US20083,"Hodgeman County, Kansas",1723,96,1546,14,7,10,1,2,47
0500000US20085,"Jackson County, Kansas",13232,630,10534,95,1098,29,18,37,791
0500000US20087,"Jefferson County, Kansas",18368,567,16549,99,124,41,27,29,932
0500000US20089,"Jewell County, Kansas",2932,62,2743,4,10,10,0,8,95
0500000US20091,"Johnson County, Kansas",609863,54389,460399,28092,1595,32856,346,2393,29793
0500000US20093,"Kearny County, Kansas",3983,1396,2378,34,10,5,1,2,157
0500000US20095,"Kingman County, Kansas",7470,268,6829,28,27,33,4,16,265
0500000US20097,"Kiowa County, Kansas",2460,87,2158,43,10,16,4,6,136
0500000US20099,"Labette County, Kansas",20184,939,16077,838,425,90,9,43,1763
0500000US20101,"Lane County, Kansas",1574,143,1375,0,8,0,2,0,46
0500000US20103,"Leavenworth County, Kansas",81881,5602,62503,6656,589,1060,138,253,5080
0500000US20105,"Lincoln County, Kansas",2939,130,2691,6,13,8,0,12,79
0500000US20107,"Linn County, Kansas",9591,238,8782,62,46,20,8,16,419
0500000US20109,"Logan County, Kansas",2762,195,2457,4,0,10,2,10,84
0500000US20111,"Lyon County, Kansas",32179,7256,22219,599,122,566,5,225,1187
0500000US20113,"McPherson County, Kansas",30223,1592,26519,475,93,213,8,140,1183
0500000US20115,"Marion County, Kansas",11823,442,10750,118,35,39,7,67,365
0500000US20117,"Marshall County, Kansas",10038,227,9410,39,23,41,0,13,285
0500000US20119,"Meade County, Kansas",4055,797,3053,37,9,13,0,6,140
0500000US20121,"Miami County, Kansas",34191,1196,30472,430,152,161,8,86,1686
0500000US20123,"Mitchell County, Kansas",5796,157,5436,19,12,13,0,2,157
0500000US20125,"Montgomery County, Kansas",31486,2414,23571,1533,946,191,24,72,2735
0500000US20127,"Morris County, Kansas",5386,227,4897,16,10,18,1,12,205
0500000US20129,"Morton County, Kansas",2701,591,1940,17,10,31,9,12,91
0500000US20131,"Nemaha County, Kansas",10273,266,9622,64,26,35,7,10,243
